Date,SB1 (Wide Buffer),Swap30 (Force Swap),Hybrid (Super Rookie),S&P 500
2023-12-26,167329.80035861494,134083.79192938114,153582.6340336037,134757.24521991087
2023-12-27,167879.91889842515,135071.00661768223,154086.9935096932,135000.90546421963
2023-12-28,167331.28524859907,134758.7962867191,153657.54694787983,135051.90205960328
2023-12-29,166298.19460681442,133300.64357385898,152744.53525011067,134660.92225517647
2024-01-02,166912.43558696273,131346.52161127352,153356.82746164326,133907.32263621566
2024-01-03,167384.3640690184,130190.35217005039,153764.57031290059,132813.74866793986
2024-01-04,166149.79342845443,130091.13246243741,152670.55989114766,132385.93011375537
2024-01-05,165816.55961421493,130439.90427487637,152472.81557886128,132567.271030071
2024-01-08,168453.64178279403,132212.51982125547,154672.9483608437,134459.7798463865
2024-01-09,168385.94402698043,131510.52668199802,154543.25736467366,134255.79346485186
2024-01-10,168914.42876056198,131858.27110121038,155049.437136097,135015.0633098456
2024-01-11,170215.46578219894,131633.8416082599,156165.3601288033,134955.5790948689
2024-01-12,170581.03977015975,130724.5345270374,156459.41228906636,135049.05808685865
2024-01-16,170389.38317492965,130818.95876943853,156173.4838813973,134553.2676981044
2024-01-17,169013.6609554625,129768.03336145665,154879.64216272358,133805.33830517653
2024-01-18,170390.88358310226,130433.625991843,156027.12369386677,134995.22637845852
2024-01-19,172804.8468323088,131580.96776659274,158056.1331466866,136678.09630666283
2024-01-22,173350.8430672026,132584.69003288532,158420.79508440022,136967.08292032234
2024-01-23,172303.0860977507,132403.0940932491,157507.103857441,137366.5503443422
2024-01-24,172439.15364459518,132244.63751785542,157571.92213670735,137516.72273693304
2024-01-25,174040.32852939132,133488.31075699115,159100.98338930134,138264.65212986094
2024-01-26,174528.39691356185,133726.60543472553,159555.56729166035,138088.9991590346
2024-01-29,175515.18692019943,135036.46850994375,160400.8182739449,139182.5731273104
2024-01-30,175522.37756350997,134329.29258655812,160440.32489625935,139074.9274299665
2024-01-31,172805.02063373092,132518.7931751659,158083.47811357502,136805.59665485015
2024-02-01,175771.11505893234,133743.77764660146,160712.09957735066,138596.12999985472
2024-02-02,180421.5505028105,135860.85118633535,164352.20463792805,140055.1854748655
2024-02-05,180581.65166667465,135134.2402606609,164569.00838510517,139545.2283807571
2024-02-06,179904.32149508956,135003.19732670096,164111.7563308907,139950.36603080988
2024-02-07,181436.28167155746,135712.63795284534,165409.7007450295,141117.5997791447
2024-02-08,182647.42925837997,136499.4836031368,166471.46492425923,141179.92796686603
2024-02-09,183453.26427653793,136449.46022285725,167134.1810459328,141995.87349300453
2024-02-12,184699.83703807357,137419.80540718342,168338.98809091572,141933.5453052832
2024-02-13,182833.1377926207,135641.2109568813,166639.51205102925,139978.69058179
2024-02-14,187781.61502078536,138726.12083896901,171164.69979707722,141250.76149363676
2024-02-15,190890.64661410812,141747.85196621204,173926.23325197224,142225.3493125028
2024-02-16,190355.5685234404,142249.13355831412,173471.64701311116,141517.0760628927
2024-02-20,188315.33727649215,140740.1803392818,171663.47962419514,140737.9692865119
2024-02-21,189109.77471736434,140101.93291560438,172416.84914819722,140865.45191524288
2024-02-22,193032.3659286833,143414.83393946913,175755.88868562703,143780.71003279163
2024-02-23,192678.82755664352,142937.45982638624,175489.10772172932,143879.894689727
2024-02-26,192170.05929378036,144171.88082330968,175033.3632625771,143352.935777248
2024-02-27,192389.46257022384,145026.25924261357,175276.28936616902,143619.25034650398
2024-02-28,192290.96464923385,144586.1994071796,175112.6079048348,143429.4306703235
2024-02-29,194537.9017467833,145908.41208036686,177145.92918817524,143945.04913073662
2024-03-01,198923.26100543502,148314.45527609135,180952.95043413166,145296.45004867535
2024-03-04,200156.14850047592,149928.55307729985,181966.50035898213,145140.64286896426
2024-03-05,197137.29321483138,147910.69088705326,179407.04973642353,143690.06615381833
2024-03-06,198307.23559573654,150154.9720854833,180469.80777589802,144418.18519454368
2024-03-07,200368.34576800826,151620.05156347062,182302.3654426766,145851.7512315908
2024-03-08,197877.91431621078,150900.60439321306,180199.2060169411,144976.31263074744
2024-03-11,195667.56847194198,149338.84308645036,178251.42473260884,144851.64739557658
2024-03-12,197666.81414798263,151158.8129160097,180028.43388978962,146409.88752752275
2024-03-13,197737.29900744918,151033.21040365007,180083.8577598763,146180.38512883993
2024-03-14,197508.48330691818,149617.57718273904,179801.98300783162,145891.40737490862
2024-03-15,195501.2058029509,149543.4062823942,178135.0455383492,144889.62905026902
2024-03-18,196745.04603770736,150665.9947852781,179307.8363193703,145750.73261092292
2024-03-19,198308.29203799728,150807.55397602823,180767.9972442818,146560.68896081412
2024-03-20,199723.32956317428,153884.3866100004,181962.84077684407,147916.2893899085
2024-03-21,203371.14431766036,156586.5756911924,185009.81732027058,148405.0894531315
2024-03-22,201527.13928798202,155459.5030666044,183444.12393610005,148123.76650434462
2024-03-25,201227.442186389,157332.96931225565,183092.33107034687,147714.53565987432
2024-03-26,199768.28820422653,156277.06553417945,181730.81076280598,147441.68261122415
2024-03-27,201505.73390964034,156846.19662850167,183399.58712617878,148680.75103561362
2024-03-28,202122.65350726608,157711.23964302804,183958.9863609505,148652.34674707992
2024-04-01,200633.59340671066,156469.30949204232,182566.67172090535,148393.7224218811
2024-04-02,198944.02289393905,155268.74836502818,181156.38337366108,147450.22338918623
2024-04-03,200076.90950397018,156510.4089256361,182162.2052787972,147612.18807997997
2024-04-04,197606.37004474166,154417.4108825758,180102.83648912434,145810.42945937582
2024-04-05,199853.92545321945,155473.71080361155,182124.6166671944,147333.68252475318
2024-04-08,198584.24420360092,156219.39293251777,180859.81073038105,147416.09571625054
2024-04-09,197353.96873286727,154322.59619293956,179870.9526867104,147586.61004473455
2024-04-10,193864.05049327377,153132.2709892824,176944.8490452004,146108.8073849024
2024-04-11,195825.93511394027,155005.5441635683,178585.92627756123,147211.48915374358
2024-04-12,193178.7772140837,152089.61799741533,176228.10639802937,145179.50163674616
2024-04-15,191456.07538989547,149570.2864201143,174684.22385637288,143360.68803940242
2024-04-16,190328.27577975753,148810.62766477372,173589.43970338826,143099.21974145895
2024-04-17,188796.4571724272,147588.12298032548,172236.78560106282,142252.34490425646
2024-04-18,187133.53504756454,147221.74344991473,170756.99374048237,141959.6194853065
2024-04-19,185448.77826312545,145591.0838620546,169430.7405494881,140720.54220118883
2024-04-22,187182.8681278563,147695.4050226381,170957.326973362,142016.45464155843
2024-04-23,190218.1886844969,150454.9993257692,173618.3978733254,143701.7078366422
2024-04-24,190738.25855639938,149848.50832082535,173985.05563585286,143633.50564913987
2024-04-25,189247.36311915878,150058.72982122208,172802.7739757729,143087.8438504804
2024-04-26,191364.08646205429,152563.08646108414,174502.8029903603,144443.4531393029
2024-04-29,191754.1422634459,152131.03480626846,174900.35374109272,144954.98726502672
2024-04-30,190782.72842029098,150150.8229913881,174091.87675706868,142658.73177598213
2024-05-01,189334.33014682296,149234.56170369888,172864.02650300984,142195.50088827635
2024-05-02,188391.4378567076,150465.12757207657,171952.74782983784,143525.5232821253
2024-05-03,189318.36408618453,151427.4726245668,172700.19056932454,145304.57441941317
2024-05-06,193124.39871791366,154437.09445836808,176038.9164165688,146805.09342228973
2024-05-07,193330.8041572905,153772.33459356095,176240.69092027668,146967.084692268
2024-05-08,191390.93935588363,152776.98473623063,174443.94941751484,146981.28683653483
2024-05-09,193633.58568767074,154905.41532781388,176509.01999704365,147828.17053346548
2024-05-10,192710.20711442473,154418.0349859598,175691.68129806523,148018.5838114338
2024-05-13,191585.03452607634,154103.54174178865,174701.58267669682,148038.4473220054
2024-05-14,193821.97600671294,155221.5867361429,176514.716135788,148717.7138215658
2024-05-15,196596.89699782376,157960.9984512594,178830.7231974364,150559.2792008667
2024-05-16,193853.8467124844,155540.73584870127,176240.4426569701,150249.50766490522
2024-05-17,193931.8880027676,156320.5328039625,176298.96476695544,150465.47239893442
2024-05-20,196275.51210249905,158992.51849503306,178073.86168620593,150638.83955989123
2024-05-21,196590.93228377347,159808.86460633067,178540.32772014147,151008.29022484928
2024-05-22,193895.15635909085,159237.0859426954,176099.4882426024,150573.4724854054
2024-05-23,193593.0534614468,158596.91691345957,175794.2213968993,149473.66126849336
2024-05-24,199857.96813429837,163619.57756562022,180591.522849536,150462.6550053743
2024-05-28,202216.8792137051,165153.67473294048,182527.62579295642,150567.7845399161
2024-05-29,201366.77616347317,164011.79941555765,181860.7817759276,149513.44144800561
2024-05-30,202829.10058821682,163829.39840779093,183116.80833384997,148521.60373838
2024-05-31,204034.49503554348,164107.48247227457,184980.588424182,149874.36905445793
2024-06-03,202815.67006148343,164526.7398308256,183705.8648142577,149996.56242546753
2024-06-04,201210.06010664944,163916.17440594462,182154.72985789782,150164.2239214787
2024-06-05,204563.39872969632,166570.44554318217,184817.06906840808,151948.9452847995
2024-06-06,203488.70156325345,166776.39954174784,184165.8057856322,151946.1278912394
2024-06-07,202776.28691329007,165303.807695854,183587.860198474,151761.4025587604
2024-06-10,204754.81205977444,167512.45355297832,185313.05248973376,152230.2948127709
2024-06-11,202688.4859336758,166459.22074848917,183392.48040721423,152596.91036471247
2024-06-12,203693.61355055813,167674.9262157133,184178.3578257323,153850.189793097
2024-06-13,206203.6345237637,168383.02591648843,186102.3068995238,154159.99676797117
2024-06-14,206118.28149641995,167020.14490452554,185911.52247569567,154253.76813099073
2024-06-17,208597.09276808743,168117.87201252725,188062.0832667113,155481.46066440165
2024-06-18,209025.62774123196,169241.00105335977,188586.6435389281,155876.48050487693
2024-06-20,206902.429315939,168033.33273190286,187016.45573375231,155453.0740953243
2024-06-21,205108.6743034268,166641.57129544046,185657.62124583728,155244.64013024507
2024-06-24,205737.95500411038,166866.1333338621,186540.14453837878,154739.9900133144
2024-06-25,205963.80698622708,167337.96688498286,186458.49008471973,155335.8776110062
2024-06-26,206109.37032546048,166466.1741336706,186560.1939650298,155529.7461829633
2024-06-27,207868.27405776028,166423.55046915796,188093.4790907622,155774.93030051843
2024-06-28,207363.029467001,165277.7836654165,187709.2326079131,155161.96114690244
2024-07-01,208143.25412215237,165419.51224207666,188433.34975726609,155481.28346983812
2024-07-02,208141.3440650845,164727.64106440332,188465.48492724902,156527.61736747707
2024-07-03,209681.52507246975,166205.26074290063,189791.25496203906,157226.15377582124
2024-07-05,208961.46184004788,165456.47559046533,189119.60892016895,158132.80519903026
2024-07-08,210206.30913008694,166256.87471842553,190113.9829893828,158315.2624410961
2024-07-09,210140.81061781888,166887.8127525213,190130.9429884673,158469.20907789012
2024-07-10,208621.58935011868,167412.11917631893,188952.4552412749,160037.31008729668
2024-07-11,208755.80447615628,167306.28453665524,189231.66516406543,158657.3719849016
2024-07-12,210063.05970992093,168583.5386374548,190383.30507190234,159658.1314408009
2024-07-15,211542.177072897,168562.78058302667,191633.95322711475,160097.20184976948
2024-07-16,212059.84681929593,169399.56466830042,192133.64499957568,161046.5926017017
2024-07-17,206782.10329665188,165794.33586449412,187713.06548602588,158788.54912028214
2024-07-18,204599.59091414456,164504.82548851756,185685.32111651902,157568.2810390831
2024-07-19,202991.41608656888,164321.12408776072,184328.0448103667,156521.91170253145
2024-07-22,205110.80456007962,166211.5632094076,186143.45093066696,158135.64031204671
2024-07-23,205869.56540907864,166009.22193909434,186802.7042265654,157887.60336201877
2024-07-24,200389.60335768704,162253.98263743188,182181.42413351542,154309.51354067697
2024-07-25,200514.75433577542,160124.47585871484,181771.58008978373,153505.49320866395
2024-07-26,204415.48758925442,162924.86397745874,185534.06846258647,155224.68802239173
2024-07-29,205163.6131767178,162789.63931086328,186336.82276556498,155315.90778369646
2024-07-30,202664.3250907803,160395.58516100672,184284.29771444804,154529.02216597673
2024-07-31,207404.1878074551,163628.19660357264,188891.2502023936,157040.82598182623
2024-08-01,204129.61770857815,161818.77904948022,186408.88963720805,154816.98105116776
2024-08-02,196822.36113966946,158028.8255766752,179610.683513856,151934.5393667846
2024-08-05,193031.40641360288,154563.69371907023,175711.76072927957,147509.6455860657
2024-08-06,195985.82194094663,156884.46995953348,178302.8841690684,148869.6227208792
2024-08-07,192621.98921542172,154867.17551724223,175499.38816305643,147874.56892992556
2024-08-08,201012.34816317563,160841.6210605314,182800.15462728983,151293.02416898406
2024-08-09,203606.2841830731,161647.70040226728,185038.19683310037,151960.17942012724
2024-08-12,205101.3123584271,162494.231953018,186300.1534218455,152040.04100990976
2024-08-13,208235.37227969174,165233.00721606045,188912.29706808573,154540.3980569553
2024-08-14,208892.81259493832,166116.5678239706,189604.19131323343,155027.94889850545
2024-08-15,211808.3548846722,168168.0636621359,191999.51454779154,157685.1762926432
2024-08-16,212418.84698061948,168700.93282564907,192588.94895407205,158038.71488579633
2024-08-19,214401.10118441586,170190.65204485683,194326.65766760355,159549.77696520288
2024-08-20,213721.25379519467,169263.35091265469,193776.83036276346,159290.3286852837
2024-08-21,214605.71715121274,170251.555407131,194555.48245474344,159837.7535698503
2024-08-22,214067.27514224057,169009.96555537015,194143.55725714212,158583.25149897742
2024-08-23,217231.0712619305,171138.78235224512,196910.69433828836,160268.24776194405
2024-08-26,215389.31784396176,170569.81847361353,195502.37992331033,159886.1985635191
2024-08-27,216161.71515994077,171327.8551815298,196143.51685186868,160105.76034718793
2024-08-28,215432.44792513852,170465.86398966578,195559.56101080423,159176.2862641964
2024-08-29,215644.65338473325,170451.09063227443,195850.05290457254,159190.55042656048
2024-08-30,218526.05713992123,171874.3492524603,198302.4439072276,160710.18872284185
2024-09-03,212531.5859332562,167845.15390164166,193277.68709799295,157402.90535294145
2024-09-04,211904.63498263364,167156.80385441572,192724.11746832376,157080.73019753295
2024-09-05,209912.3042483807,165676.7774460676,191042.44528814798,156698.69871856435
2024-09-06,203060.02209811215,162407.97634175568,185050.0183663035,154061.44115173633
2024-09-09,205250.11721377377,163978.03655484467,186786.6210541392,155786.35934986608
2024-09-10,204284.40352206235,163645.8185739258,185772.2726959849,156464.90821144416
2024-09-11,207143.71895937924,166959.66159051209,188123.24123236185,158070.0606040846
2024-09-12,210746.56573824887,169068.0858777931,191282.38869329935,159401.53599335448
2024-09-13,212608.19311099057,170791.6518720558,192889.88535162454,160234.0314917266
2024-09-16,212442.90210210806,171407.2150410774,192819.12147009379,160470.692550776
2024-09-17,213661.6567408753,172170.23469149857,193974.0211533595,160536.25453928174
2024-09-18,213793.93501541144,171851.89526477127,194035.8777436305,160060.11502762284
2024-09-19,214836.27905151373,172703.84108416823,195145.14568033704,162791.48062714117
2024-09-20,215070.92035934454,172446.07215934066,195427.855156808,162510.06022134435
2024-09-23,216824.2056948853,173337.1635422447,196957.11693277842,162916.17244149657
2024-09-24,218050.58773300177,173917.38295218733,198079.24293985852,163382.3181797724
2024-09-25,217141.73871109015,173199.00871604233,197228.532727151,163021.97531537974
2024-09-26,216793.39674636847,173644.61748450546,196822.0631379176,163668.2924858519
2024-09-27,216270.39309951788,173482.1302669838,196207.7619332362,163430.92264854838
2024-09-30,216892.03573104864,173670.925239661,196767.06560602674,164085.81603589535
2024-10-01,216610.40125915533,173247.48168573645,196609.1951073695,162615.8808146839
2024-10-02,217863.6328761292,173641.06542475015,197684.39366617688,162684.5082691387
2024-10-03,217658.1233889771,173685.21910171775,197440.2658585597,162387.10491371155
2024-10-04,222576.28209564215,175920.1570976284,201630.37924280652,163862.763519325
2024-10-07,219865.21662399298,174488.6401947048,199363.18346872815,162381.38152930955
2024-10-08,220087.56196853644,175214.92118590622,199466.84612360486,163917.10909195937
2024-10-09,220234.04614898688,175752.67534296302,199639.34711161145,165052.44781885896
2024-10-10,219818.64500305182,175172.35394518165,199303.82731333261,164763.6029608503
2024-10-11,222232.72870895392,176439.7316602543,201444.6847847987,165750.2400100363
2024-10-14,222548.15737030035,176930.7171916607,201810.33688822278,167105.8315794025
2024-10-15,221952.78428146368,176258.30399891167,201278.0221222926,165807.4561345998
2024-10-16,225363.92588302618,177739.07343672068,204515.69711771497,166528.12414392876
2024-10-17,224874.5225474549,177291.63873089105,204055.6644372035,166542.42374520557
2024-10-18,225923.24206832892,177629.87329838067,205007.09704096324,167183.07068964478
2024-10-21,226994.81007293708,178185.32292168884,205989.15600855357,166908.48999400018
2024-10-22,225115.8882971192,177747.73379319458,204475.3476475001,166819.82183441028
2024-10-23,224606.28626159675,176771.36418336182,204105.93342478282,165295.52332110808
2024-10-24,219650.23800949103,175869.32872193604,199414.80418665416,165653.03107248427
2024-10-25,220206.46045593268,176107.32030457765,199254.09982950694,165595.81494792076
2024-10-28,221828.75842558866,177672.98332529337,200719.77760729322,166107.7477614125
2024-10-29,222688.255434866,179235.99656992228,201465.99519381055,166376.5696337424
2024-10-30,222724.18617522245,179031.52133209497,201507.7735713435,165873.24847603816
2024-10-31,218706.07786070832,175626.68103630334,198050.40073809156,162621.60419908588
2024-11-01,216252.13172423368,175439.03563720972,195890.10487017164,163307.94962145924
2024-11-04,218444.61516081815,175698.575437558,197791.5615237666,162956.20069339775
2024-11-05,222728.04657256132,178715.4065966347,201681.15512117872,164926.621959297
2024-11-06,227994.86980711942,183206.35269770894,206339.53018984327,169027.61293761298
2024-11-07,243617.31231200226,189871.77040099414,220367.15971407422,170334.58231874678
2024-11-08,253309.72185027128,194655.49766539843,229049.8779338313,171072.4204812817
2024-11-11,254707.20151030546,196764.8218743065,230262.99396929273,171235.42176027206
2024-11-12,254021.8694180203,195605.70231337816,229574.4096263362,170703.4836805579
2024-11-13,252722.25786864286,193663.37433476717,228345.14346727854,170786.42845574583
2024-11-14,251865.7053707791,193300.94561429293,227590.23532900342,169688.2474288183
2024-11-15,254068.42043578153,194020.93803067476,229657.89852938184,167514.77891257114
2024-11-18,256081.79469573026,195899.38218655856,231450.1935237361,168201.15977385722
2024-11-19,261091.90658843046,198055.5646863678,236020.65046724805,168815.98947039025
2024-11-20,263023.6860684109,198717.31869942934,237783.67469820508,168873.2055949538
2024-11-21,264917.77085387235,198742.6145253876,239366.98484453687,169779.7507014247
2024-11-22,270646.2445629788,200889.06242425233,244264.56777224073,170305.94767728052
2024-11-25,267559.85955321323,200267.2348297623,241368.846271844,170883.6551127542
2024-11-26,270856.8603466702,201216.1538174561,244468.9793628169,171775.93605686104
2024-11-27,269453.5949047757,201319.60569131168,243263.66949877268,171255.42702649446
2024-11-29,272837.6334789944,202208.7669282654,246213.2333987666,172319.30318592282
2024-12-02,273343.60999571806,202595.65771333012,246425.96480974683,172628.13559069755
2024-12-03,278891.8528469754,204849.80172463687,251397.59664186963,172708.2275334127
2024-12-04,279616.3639935208,206968.7587883118,252012.2504352046,173780.66219025946
2024-12-05,279401.3081463528,206410.06124230655,251889.21319994458,173494.65244526725
2024-12-06,283449.4525326443,208993.47024544986,255563.4073871089,173823.56099408984
2024-12-09,270959.5505093289,200688.54651883396,244170.65998491773,172928.44493696658
2024-12-10,266274.3611782742,197965.75080922397,239889.93115648752,172390.78347285042
2024-12-11,270986.1281384183,201250.87531140598,244064.91233858594,173723.48150460864
2024-12-12,267677.85831725126,199685.88916192326,241061.6501315547,172828.347728029
2024-12-13,267308.0761746121,200902.82673249516,240640.78054079541,172794.0428605298
2024-12-16,270290.7965801907,203985.27139494213,243181.18508562574,173531.86330360835
2024-12-17,267654.89680754667,201513.8214658955,240782.85403093824,172816.90095922505
2024-12-18,254687.85009276395,191647.87788145337,229174.66027864942,167666.36886167023
2024-12-19,256356.79474913602,190752.02022688184,230555.8024486018,167614.85840205234
2024-12-20,265275.92113768583,195667.9398090962,238555.01309999952,169628.07215504383
2024-12-23,265317.3983283139,195993.8944278458,238630.28180155286,170643.85770993037
2024-12-24,266208.0645957089,197496.6487936524,239758.0437339259,172540.58375685787
2024-12-26,266799.3196768857,197983.384849408,240196.76129755506,172552.06596457455
2024-12-27,262951.02981329925,195537.99732949527,236616.52216181287,170735.69765220745
2024-12-30,261738.34286261565,194352.3521173218,235409.8277648402,168787.3016705549
2024-12-31,259070.76107298856,193114.0013756684,233004.08186945447,168173.26934955776
2025-01-02,263521.2451199246,195294.96101235662,237014.18388971814,167760.0693468644
2025-01-03,267153.8635983182,197396.81663232122,240227.67425539502,169857.62771209568
2025-01-06,267736.16164824495,198054.6288881806,240694.28177645215,170836.11381135936
2025-01-07,261613.88396880156,194691.5886198357,235236.77657320508,168904.97658019455
2025-01-08,260589.4797558499,194552.30096614154,234098.31997683056,169151.73772936506
2025-01-10,256734.2702107144,192034.97427932057,230515.16176989087,166569.2332826675
2025-01-13,257036.1792912198,192561.5214022759,230736.34008409985,166827.49435901106
2025-01-14,259929.1352963162,195234.05800750048,233339.11381533154,167057.04991606294
2025-01-15,264678.9556393338,198103.10028371128,237772.23226168164,170095.79492493506
2025-01-16,266557.406002493,199168.01925893102,239353.11106112011,169768.69376066045
2025-01-17,270553.8339848233,201644.93338055882,242953.46881487378,171473.16370615896
2025-01-21,271123.87437865266,203900.5015341309,243349.86920168408,173042.7354304428
2025-01-22,272754.3138012601,205225.95284524234,244733.86283876904,174015.4981453045
2025-01-23,273871.07360503206,206358.39465966495,245624.32541658886,174965.26100582012
2025-01-24,271650.4682087613,205464.42489686282,243685.46294786938,174454.4976764477
2025-01-27,265953.0212139798,197074.2617670563,238642.41393282422,171986.77986800423
2025-01-28,271699.93062254915,200834.26806130682,243680.32064821728,173464.54708892366
2025-01-29,275090.7971577359,202626.27749886786,246666.51157763012,172686.9287468765
2025-01-30,276688.563877554,204807.93010453496,247966.7430649043,173613.74491141512
2025-01-31,264968.5373005582,200236.47011307988,238628.66359331616,172689.79929880568
2025-02-03,262144.7227787686,198594.5832716492,236235.61656572827,171527.66875390048
2025-02-04,264172.4714321805,200356.55503907474,238086.0339355708,172678.33481054535
2025-02-05,263398.5989002896,201596.54317715915,237317.10422136792,173378.46596996128
2025-02-06,263920.29949233064,201308.5834145859,237774.25677874096,173981.05152215445
2025-02-07,261038.29496809965,200063.66285756382,235256.5389442683,172388.51538243724
2025-02-10,261376.38982436186,200568.85585263523,235747.72760393628,173559.23986367357
2025-02-11,258118.18977400786,197841.13935139927,232922.86607744702,173691.23209404637
2025-02-12,256388.90915724763,198482.7611458329,231484.48492052563,173131.70482079074
2025-02-13,274880.186432333,208059.34219007764,248113.47426989087,174959.5199019618
2025-02-14,281609.13254509936,209861.13965727124,254284.0664754344,174950.92596563065
2025-02-18,280215.6616817571,208130.33976789747,253043.3613858653,175464.55984693224
2025-02-19,280566.9816890813,208126.88100107465,253380.17763189803,175877.7598496256
2025-02-20,268640.4772525884,202574.36501940046,242565.19751028548,175146.07033844516
2025-02-21,258264.32081948288,196046.42864042553,233172.4529233409,172150.3304501415
2025-02-24,256613.70803414355,195124.40214735304,231675.70340780745,171366.95328477968
2025-02-25,249240.6162639714,191588.5432588795,224991.28491262923,170514.7537509431
2025-02-26,241948.2603679753,189017.13557535922,218382.60561041365,170600.81715044918
2025-02-27,238788.12365304,187004.0359470824,215501.02803854475,167877.7088175913
2025-02-28,244114.18841515548,188713.8189135054,220387.6829762889,170497.5304393681
2025-03-03,243369.5045238591,187014.0858300093,219731.24013189803,167510.41992630833
2025-03-04,236779.98628565797,183300.77512192522,213741.3297283221,165527.6304798748
2025-03-05,235858.2532763196,183952.7943975905,212896.15800591,167306.68161716266
2025-03-06,222083.74286982542,176512.1505568007,200411.06322594173,164336.81213513424
2025-03-07,224991.64137980467,178453.8636229018,203053.04070396908,165257.88719581452
2025-03-10,216987.12305399904,172883.50229674135,195799.81977959163,160856.16160427706
2025-03-11,220513.05553767213,173571.24103956972,198992.79210777767,159518.9628306052
2025-03-12,224152.73406550413,174843.51058243547,202294.82035179622,160365.45669949608
2025-03-13,224507.9092249585,173667.08682301317,202610.46061058532,158227.7106072564
2025-03-14,230478.69973704347,178070.0479188994,208026.35436363705,161496.02889263674
2025-03-17,235931.3651518155,181076.41733103548,212966.9835771037,162741.38772403152
2025-03-18,227538.35978072174,177269.1007721976,205368.1157029582,160982.39501133515
2025-03-19,232566.78234236725,180725.00956141268,209923.198291154,162735.64662017318
2025-03-20,233981.3036245633,181515.53389294422,211202.6032899333,162265.05329835278
2025-03-21,234704.1657766629,181161.02480873858,211856.75329145917,162318.56605653855
2025-03-24,240905.3518842984,185542.5827845839,217476.15282759198,165225.4605906887
2025-03-25,241893.1092809964,185146.5518043593,218365.29883894452,165622.64220483904
2025-03-26,238894.5682844449,182394.52575531756,215653.33105024823,163645.39894824394
2025-03-27,227447.9506620694,177078.62854523453,205272.58031782636,163210.79384227627
2025-03-28,227383.96508543976,176502.96250847614,205221.99635633954,159924.01188337622
2025-03-31,226668.4291815091,176492.15684067522,204577.36224684247,160997.5274270605
2025-04-01,230677.78249495514,178033.80256211077,208211.97345289716,161452.2795549014
2025-04-02,233543.53705733307,179199.38876282488,210811.85197004804,162474.0011276662
2025-04-03,222307.42419188507,172198.1245847014,200625.32158216962,154467.14582439238
2025-04-04,203033.37552779206,159270.46605175768,183152.5802796794,145424.18960952343
2025-04-07,204661.58309309967,159226.5630960444,184627.67840132245,145165.1665965567
2025-04-08,203801.66069167145,157432.37216176785,183843.8002656413,142891.46797544934
2025-04-09,221991.73810332306,169988.0209905032,200323.9924958659,157897.84520779076
2025-04-10,216727.0590566922,165448.73521474635,195553.61226210126,150978.91136621614
2025-04-11,217806.71159880646,167886.03613897122,196525.76561293134,153672.80031554808
2025-04-14,216859.65651572234,168544.98613721645,195672.2102468539,155163.64449525598
2025-04-15,218439.8279062558,169107.626931589,197108.01574688443,154729.03938928831
2025-04-16,216229.1731599141,166736.11978383816,195094.97928207883,151289.72835010244
2025-04-17,218005.26333774574,167817.97992002283,196706.3524993039,151505.58676739348
2025-04-21,214455.9563385392,163903.8817001513,193487.51415472993,147899.34958963512
2025-04-22,218566.2727443982,167517.95967378415,197213.7880858041,151747.35102987252
2025-04-23,218092.453415804,168178.36603084364,196784.65655143745,154098.74060735918
2025-04-24,223120.20956509598,170217.2960141829,201326.63572509773,157342.35797058357
2025-04-25,220828.19569485672,169097.36078774248,199253.92711837776,158479.22057072952
2025-04-28,222984.5291680623,169955.40070786275,201205.57224472053,158539.64391689294
2025-04-29,223124.8390869332,170608.0146466807,201330.93959862718,159538.34791585527
2025-04-30,224380.892383442,170771.38851959025,202463.65317910205,159601.6595334042
2025-05-01,222513.11774049766,169176.96593925275,200773.34585183155,160732.7455907791
2025-05-02,223763.54477889067,171328.16061362065,201908.80543560514,163118.70582761025
2025-05-05,224133.8144283963,171231.3377786521,202244.29182858,162183.31344619684
2025-05-06,220991.3858948422,170492.68927065647,199407.88412136564,160827.72187683062
2025-05-07,221600.53732306487,171147.33548800266,199956.03319973478,161504.09124527732
2025-05-08,221656.4716625882,172022.75262415683,199998.22084469328,162629.40075988116
2025-05-09,222757.40200621614,172075.40399235522,200991.92470211515,162422.20715674668
2025-05-12,223571.4067343999,174638.56101231373,201722.5034741641,167789.83803353726
2025-05-13,225541.14205353745,175727.38118471898,203495.49369328032,168897.90651710972
2025-05-14,223416.30936043747,174417.9003113822,201576.66399281035,169113.7649344008
2025-05-15,227046.0206240941,175906.07912531652,204862.31944553863,169939.77511174776
2025-05-16,229992.94754593857,177165.0429743079,207529.50358860503,171016.17892681758
2025-05-19,231420.49427979477,177222.81841858663,208823.29748432647,171203.2432275352
2025-05-20,233843.38572876938,177886.26692498007,211011.57192127715,170627.6266879111
2025-05-21,231628.90622895252,175750.90218308248,209006.2611569644,167752.39682226357
2025-05-22,229923.64152329456,174974.8292797164,207462.10767261992,167818.6144306544
2025-05-23,231103.5259341527,174742.0883472518,208531.90056889068,166673.14017472093
2025-05-27,233841.5710524846,177065.605356491,211007.11075108062,170138.35705909473
2025-05-28,231938.3001727391,175929.19635956563,209282.8417920352,169154.0589781473
2025-05-29,231939.0701541234,175877.86161240377,209288.17748539458,169821.7635324374
2025-05-30,231541.14739792832,176224.41580437458,208931.97690479766,169631.82867979063
