,Day 1,Day 5,Day 10,Day 15,Day 20,Day 25,Split (1/10/20),S&P 500
2023-07-27,164786.00334332243,141464.48218577402,146096.51839910046,138251.06650784984,134459.5922341873,165984.580519736,148447.37132553672,127229.30252321514
2023-07-28,166949.16599819914,142873.8932785322,147146.0182007362,140314.12599805373,135289.66038756864,166533.2518339755,149794.94819550132,128474.92714645521
2023-07-31,168182.69419834868,144042.33346789377,148056.1172827293,141293.53196004409,136071.84256225126,166939.3625937106,150770.2180144431,128719.55310113521
2023-08-01,164847.46971762434,142002.13759272592,147084.3422411491,138916.46367505568,134610.4309487869,166541.18382936734,148847.4143025201,128351.20990219923
2023-08-02,162950.89899695173,140156.05969279306,145533.92201409832,136312.53783277053,132975.46983581083,164330.0761747958,147153.43028228695,126565.7531814398
2023-08-03,160675.0278192784,139784.6852478315,144085.64214311138,135707.2139382698,132371.961214595,163954.09301286956,145710.87705899493,126203.01819043951
2023-08-04,158947.86236250654,138214.09956782358,143200.69933877484,134188.73336080092,131482.3332772781,162984.19565111416,144543.63165951983,125632.2302026716
2023-08-07,161052.49515211838,139730.62464503307,145684.79538045422,135916.6973805763,132825.6601472427,165026.33196932098,146520.98355993844,126728.82533825556
2023-08-08,160739.66519034162,141151.88097170848,145027.29359708325,135564.621168647,131913.25455337064,164504.01963335296,145893.40444693182,126177.72366649573
2023-08-09,159430.04117644086,140721.44998911876,142874.69830880658,133076.22769979018,130068.39323287504,162279.48614031094,144124.37757270748,125334.18894681576
2023-08-10,159762.84899199265,140680.5430581953,141762.13582606812,132928.84341100234,129866.28747420805,161743.13886553067,143797.0907640896,125379.1786464958
2023-08-11,159181.38968336835,140483.55450419444,142176.55292125244,131492.41124394911,128724.61252456205,160793.6256857516,143360.85170972763,125306.0681695837
2023-08-14,160196.21213400617,141020.46695879954,144230.2784347107,133351.76631787795,130131.68538909452,162575.86177736538,144852.72531927048,125997.75600804748
2023-08-15,157621.38755095258,139585.0605066206,143118.1403159668,130770.35895286579,128876.53441482084,161030.29865175503,143205.35409391343,124530.02685915193
2023-08-16,155690.6473051335,138141.6109750654,142098.08095164795,129661.54652915974,127720.5989213516,160511.51784044522,141836.44239271103,123616.19905612001
2023-08-17,153593.5049530293,135468.78087691325,139714.70164866943,127832.98917900104,126778.13479857938,158518.3144484164,140028.78046675937,122674.2859147687
2023-08-18,154004.17319548383,135868.37263278026,140707.41115947266,128676.66882072468,127371.72363143461,159209.21845537442,140694.43599546372,122733.32714333657
2023-08-21,154343.4896293904,135889.2993705656,142482.67024608154,130154.26395164509,128516.06320947187,161439.9324942233,141780.7410283146,123531.82786469566
2023-08-22,154047.16504729047,135714.8949067976,141969.32122798462,129287.40306602497,128094.43836205977,160996.5630484225,141370.30821244497,123197.24908984013
2023-08-23,156365.3592077519,137182.7580869581,142867.6913528015,130075.8781865694,129563.10566705244,162351.94036394375,142932.05207586862,124569.38177171173
2023-08-24,154151.89116060987,134843.84969977397,140575.51133723755,128115.90892539997,127657.05249398726,160598.8492155673,140794.81833061157,122842.97513924836
2023-08-25,155574.03928625837,135522.59582690257,141550.6136817505,128639.67957817097,127782.11835473555,160458.11839311858,141635.59044091482,123708.97812958379
2023-08-28,155547.388726833,134971.53377226848,142456.2788543274,129383.81252800007,128712.33118432539,161175.8458940341,142238.66625516195,124493.48048042408
2023-08-29,158206.6439901616,136817.0982244398,144759.18930049438,131453.37950645466,130870.42322915571,164197.98349779387,144612.0855066039,126293.00644952772
2023-08-30,158410.19550478712,136366.0469386961,145403.41447825928,132121.37923942585,131534.42005914229,164617.4046441867,145116.0100140629,126813.16995049539
2023-08-31,158462.31645262495,136280.14130572337,146196.34020228882,132721.50343071003,132474.73442452925,166153.50234239837,145711.13035981436,126627.58522438325
2023-09-01,157783.49070797698,135961.62620142955,146231.6467361023,132541.13818870563,131682.9221305229,164763.5977365329,145232.6865248674,126863.77671783928
2023-09-05,156619.45709286467,134313.3610206153,145453.15530391232,131976.4157003023,130577.40508264082,162956.5645143344,144216.67249313928,126315.49243963955
2023-09-06,155838.22697506682,134605.31805568,144505.55791469116,131323.24084220905,130264.25951379316,162025.29370134612,143536.01480118372,125466.34065229572
2023-09-07,155616.31926022307,135271.83083491583,144654.35268016357,131581.88695274372,130037.52139657515,161904.10571687957,143436.06444565393,125081.11967118358
2023-09-08,157074.09018002287,136818.35911708136,145801.6869048645,132444.79230247517,130756.23632806318,163298.9170572116,144544.00447098352,125269.52179085584
2023-09-11,156974.56121121184,137026.02385096808,145368.00085732958,132611.75351463337,130682.77545922773,163881.65034120818,144341.77917592306,126093.36133479956
2023-09-12,157249.56533871428,136506.13341670294,142970.6300153496,132328.0513280489,130652.15042108076,162597.364872153,143624.11525838156,125401.6734963358
2023-09-13,156584.47795925871,136170.90290980597,143042.35060403368,131473.56336723347,129709.77694695967,161505.10139101287,143112.2018367507,125547.8767307036
2023-09-14,158278.95935879485,137686.1174331214,144825.92140862963,133443.56463371296,131503.67053979414,163116.9131357028,144869.51710240621,126630.40261794336
2023-09-15,155804.57164822356,135690.11140971442,142656.73043344042,131197.61579065345,129714.43024056929,160257.27611940642,142725.2441074111,125104.72198704565
2023-09-18,155520.68698941008,135214.87893443365,142262.08778283617,131752.84598855994,129826.79346078413,159783.36018770476,142536.52274434347,125178.09825580304
2023-09-19,155415.73598538176,135288.5782104041,143458.98361108324,131411.25711755775,128318.68964379805,160197.79199999114,142397.80308008767,124918.49936050484
2023-09-20,154154.6300893857,134581.28712992926,141720.51929757616,129953.29405145666,126673.41165122528,158694.00765245696,140849.52034606237,123770.06595536045
2023-09-21,151172.41671047945,131545.8406463172,138766.04387948534,127692.17101602575,124398.37317237396,154718.4114763095,138112.27792077957,121724.35471941772
2023-09-22,151299.64085446135,132076.54172663947,138618.0640249016,126968.72956399938,123855.67022666473,154898.90471285125,137924.4583686759,121450.65999659077
2023-09-25,152209.79322109954,132698.7644629981,139435.11516091845,127400.30197076818,124426.43586310884,155143.40093751214,138690.44808170895,121961.37902732234
2023-09-26,149885.05257473723,130306.76290660162,137435.9582662346,125804.7426636698,123348.89268455048,154232.8612303283,136889.9678418408,120169.61418010126
2023-09-27,149997.4644399716,129978.56554560919,137124.40279290697,125934.95782022497,123257.58839377899,154789.13756318353,136793.15187555252,120217.56302899223
2023-09-28,151181.73902951018,130795.7579207923,138698.8938092949,126857.94272928259,123928.75365027924,155218.0340971496,137936.4621630281,120914.53126544916
2023-09-29,150438.1981435849,129941.34976725836,138088.23080728075,126624.88247613928,123923.06546744842,155011.50578446648,137483.1648061047,120621.08820851689
2023-10-02,149330.9962739064,127988.55319743414,137563.3938245537,126091.91421060583,123335.6384731247,154601.01360841058,136743.34285719495,120573.1127804414
2023-10-03,147117.68132868546,126580.92877726813,134970.69046304247,123490.3517563822,121005.80272254486,151656.39034791253,134364.72483809094,118959.12723880901
2023-10-04,148276.24426356095,127253.8458114173,135957.50387094042,124426.95997552892,122164.2397457077,153114.18234391473,135465.9959600697,119825.36944180525
2023-10-05,148291.99396982926,126730.88851373931,136316.28328988573,123768.5785935404,122192.63850745697,153242.9320921447,135600.305255724,119780.22912674621
2023-10-06,150938.24393931168,128128.40577905913,138061.54917428514,125165.93338899633,123546.60242042084,155847.2835440185,137515.4651780059,121202.34839498936
2023-10-09,152670.41992655533,130214.71656244536,140414.15574929735,127528.35654764196,125748.03106650848,156995.19719071648,139610.8689141204,121978.29224841119
2023-10-10,153889.76494684952,130761.19148462554,141372.0897733929,128391.71021204015,126282.50640830537,157136.93370576165,140514.78704284926,122613.18036953572
2023-10-11,156515.20829478043,131739.47342890044,141748.1830732586,129502.81633310339,127067.01998099824,158729.56780762933,141776.80378301244,123115.43835985876
2023-10-12,156535.57612696427,131293.45556085845,141187.23670790216,129303.67493371984,126743.22687491913,159228.26095719598,141488.67990326186,122364.87762766248
2023-10-13,155433.52890101212,131042.64390009185,141368.42405531427,128265.04612665197,125652.72028312225,158093.005765393,140818.22441314955,121755.38148749166
2023-10-16,156737.06552592057,132178.14877527495,142278.1214086773,128790.05289867424,126749.5194698288,159062.45704789422,141921.56880147557,123036.43616370934
2023-10-17,157234.5842980458,133134.24169367095,143475.21061537287,129714.77392986321,127875.46553000946,159538.4070066955,142861.75348114272,123030.78365713278
2023-10-18,155318.41991129654,131851.38562982818,142032.77857420465,129108.49997356438,126542.06624946136,157077.6059393432,141297.7549116542,121391.40613454666
2023-10-19,153020.63071528214,129660.9013692691,139902.5216581585,127425.79925563835,125333.04635200043,155482.94071717522,139418.73290848036,120324.81003856816
2023-10-20,150071.97292032975,127726.08418482085,137698.22064039728,125474.60355403923,122748.38841409227,153088.98825211785,136839.52732493976,118846.23658238466
